date,open,high,low,close,volume,index_name,daily_return,sma_20,sma_50,volatility_7d,volatility_30d,rsi,rsi_signal
2019-03-14,2810.3798828125,2815.0,2803.4599609375,2808.47998046875,-789297296,S&P 500,-0.0008680223820187738,2783.2019775390627,2698.82859375,0.00794942908222373,0.005821165685585248,64.86132737843249,Neutral
2019-03-15,2810.7900390625,2830.72998046875,2810.7900390625,2822.47998046875,1674812704,S&P 500,0.00498490290027398,2787.0394775390623,2705.0775927734376,0.007300347748766229,0.005706928192876131,67.51170015035632,Neutral
2019-03-18,2822.610107421875,2835.409912109375,2821.989990234375,2832.93994140625,-674197296,S&P 500,0.0037059469012648005,2789.9064697265626,2712.77859375,0.005555508935437791,0.005720660729588326,69.37056294359894,Neutral
2019-03-19,2840.760009765625,2852.419921875,2823.27001953125,2832.570068359375,-644227296,S&P 500,-0.0001305615560248663,2792.54697265625,2718.7911962890626,0.005208674355905186,0.0056410283809971784,69.21974339366379,Neutral
2019-03-20,2831.340087890625,2843.5400390625,2812.429931640625,2824.22998046875,-515807296,S&P 500,-0.0029443536044478913,2794.523474121094,2724.2819970703126,0.0035208442339053916,0.00565498498634604,65.7486075733169,Neutral
2019-03-21,2819.719970703125,2860.31005859375,2817.3798828125,2854.8798828125,-682347296,S&P 500,0.010852481049954399,2798.523474121094,2729.891396484375,0.004855461185055282,0.005892630118092459,71.42062438876607,Overbought
2019-03-22,2844.52001953125,2846.159912109375,2800.469970703125,2800.7099609375,-41237296,S&P 500,-0.018974501239482744,2798.9254760742188,2734.206396484375,0.009347055658190627,0.006708215451321161,54.30439628826539,Neutral
2019-03-25,2796.010009765625,2809.7900390625,2785.02001953125,2798.360107421875,-888857296,S&P 500,-0.000839020658475631,2799.037976074219,2738.24080078125,0.00934686246887367,0.006717747440544771,53.70315131541814,Neutral
2019-03-26,2812.659912109375,2829.8701171875,2803.989990234375,2818.4599609375,-1006397296,S&P 500,0.007182725862306283,2800.265979003906,2742.6847998046874,0.009594580229052537,0.006807532388336874,57.98792050381261,Neutral
2019-03-27,2819.719970703125,2825.56005859375,2787.719970703125,2805.3701171875,-872567296,S&P 500,-0.0046443248906916645,2800.915490722656,2747.14,0.009552254055065235,0.0065281108840912596,54.45342482565491,Neutral
2019-03-28,2809.39990234375,2819.7099609375,2798.77001953125,2815.43994140625,-1109507296,S&P 500,0.003589481529391092,2802.46298828125,2751.2427978515625,0.009733604827024149,0.006535717358311698,56.64281472764005,Neutral
